ID,Accuracy,Bearing_delta,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,Speed,missing_rng
37,3.9,9.977587357583687,301.0,8.0,253.0,0.20965576,0.22605896,0.11633301,14.556455696202535,11.0
38,3.9,37.263341981467455,278.0,123.0,326.0,0.27168274000000003,0.6688385,0.13215637,12.758055555555556,1.0
39,6.0,35.346447517122094,438.0,191.0,369.0,1.87352371,1.5406021,0.35246925,11.911040770181264,361.0
41,4.0,5.043021432456569,279.0,17.0,565.0,1.48012645,1.2315043600000002,0.7666358799999999,2.123185024439392,1.0
43,4.7,10.346327009767151,479.0,230.0,315.0,0.8606043999999999,1.11400876,0.5420818000000001,13.539712780889197,10.0
44,3.9,31.286295556754226,314.0,15.0,162.0,0.8717046999999999,0.9547824,0.48014008,6.217541440104711,9.0
47,12.0,34.75310242544492,44.0,405.0,294.0,0.306263534,0.45646583,0.7938883699999999,10.52992067914795,224.0
50,3.014,13.112973307834267,165.0,56.0,933.0,1.04639472,1.0360623000000002,0.26850146,6.9570817365277735,1.0
52,4.0,18.695391342551428,42.0,46.0,111.0,0.522953,1.0384883299999998,0.74021158,5.101117087820604,23.0
53,8.0,16.422214863995894,419.0,418.0,243.0,1.3464465765605504,0.5835260253955891,0.6249245982247617,16.861166617562695,1.0
56,6.0,1.0960497436533008,116.0,132.0,163.0,0.8161159499999999,0.68661255,0.90957834,22.59404446956523,1.0
57,4.0,14.565337754594363,483.0,90.0,199.0,1.3683381300000002,1.237613,0.50335296,9.363594999626667,344.0
58,4.0,15.752792825321254,578.0,142.0,158.0,0.8808676799999999,1.60963,0.95905842,9.286469349677095,2.0
59,6.1610000000000005,25.47265788837884,267.0,27.0,116.0,0.27061463,0.83790587,0.44348145,5.6312019230769215,447.0
63,10.0,21.82379994187052,1148.0,1272.0,735.0,0.5616963602563184,0.8256121621737538,0.449426543446284,15.907599452406714,47.0
64,9.0,14.247399604449473,127.0,18.0,269.0,0.23755398,0.53689328,0.11717909,10.603179347826087,8.0
65,4.122,12.592808673954096,350.0,133.0,76.0,1.6676446500000002,0.7758512000000001,0.95048886,11.08118255940594,2.0
68,7.709,24.359878844364623,246.0,135.0,296.0,1.1434349899999998,0.99651321,0.60791561,5.567249207992235,2.0
69,5.0,26.0753693504578,559.0,184.0,401.0,1.33610796,1.53531241,0.53795856,14.345539738732386,5.0
71,8.0,27.74552124036229,458.0,357.0,406.0,1.6458346189334052,1.331673223045554,0.4627737741975431,11.3822191797416,142.0
73,3.0,18.153845522207735,387.0,109.0,109.0,0.44847633,0.93956325,0.22903186,5.05497395543791,56.0
74,3.0,16.025765784214453,16.0,185.0,416.0,2.0256466,0.96396283,0.8182627200000001,4.429848337435262,12.0
76,3.0,5.439185720196512,73.0,139.0,146.0,1.08978361,0.83194963,0.57071922,8.509341912683935,221.0
80,4.7,9.67190027858189,368.0,162.0,84.0,0.3867998700000001,1.09433889,0.33630748,15.637897332966665,1.0
81,5.06,21.4103749734498,69.0,6.0,91.0,0.26267205,1.03602743,0.38728857,2.920504557241379,7.0
84,3.9,49.662673586322725,358.0,108.0,68.0,0.74798584,1.4389343,0.32492065000000003,3.6259789473684223,21.0
85,8.0,24.91006320571164,311.0,927.0,826.0,2.2940392398270943,2.633047129737058,2.3836596705143323,14.589863690272686,1.0
86,4.535,25.59713991150827,1303.0,366.0,1598.0,1.5610050000000002,1.1677300000000002,0.76312775,6.188459587201133,16.0
87,3.9,25.249057384037386,14.0,135.0,91.0,2.11561583,0.8820342999999999,1.13024903,8.669766606822257,44.0
88,10.0,30.299401031875185,757.0,484.0,682.0,0.4100884583525056,1.1959039390927693,0.8215327320159704,15.026868786714086,13.0
89,3.9,36.45075558361675,47.0,8.0,40.0,0.23884831,0.53023102,0.161879305,2.521881196101695,5.0
91,3.0,19.22667721082859,4.0,13.0,121.0,0.71837754,0.71837754,0.22968533,4.900992249166668,2.0
94,3.9,29.202775047659067,492.0,55.0,252.0,0.29341486,0.76021948,0.51345681,12.291463414634144,12.0
95,4.0,22.63420568904376,192.0,140.0,801.0,0.5778785200000001,1.20768058,0.55405476,15.52679390627448,661.0
96,3.9,20.30975290577429,1220.0,32.0,558.0,0.25991821,1.21051025,0.52949524,11.246092767295591,147.0
97,7.377999999999999,21.18698336717432,456.0,23.0,146.0,0.32328797,0.91053772,0.27520752,3.437857142857145,53.0
98,10.0,3.871418343224047,380.0,1143.0,1134.0,1.4220776883577106,1.6409445225398018,0.9794736309919918,8.853650788631702,3.0
101,5.0,39.34251215347632,257.0,54.0,500.0,0.53902378,1.8354507,1.02371912,7.245403508771938,58.0
102,3.0,27.255899216152848,581.0,168.0,652.0,0.48736572,0.87493896,0.239685056,11.57538325471699,199.0
103,3.0,28.325178019579354,211.0,30.0,81.0,0.7550294500000001,1.02564276,0.73853609,4.763805479416668,1.0
104,3.0,28.61354419250534,550.0,78.0,265.0,0.58704152,1.0531316999999998,0.43188174,10.638189612804565,263.0
105,11.31,25.955196117978698,27.0,2.0,11.0,0.5574058000000001,1.0000213,0.25968754,0.98435152,34.0
108,3.722,14.609055255195544,152.0,12.0,155.0,0.41294490000000006,1.0910053,0.40561452,2.3202476550967748,6.0
109,3.0,21.048405310011326,239.0,36.0,170.0,0.41158355,0.88786644,0.48973937,7.156529412885835,139.0
110,3.9,3.649958184712357,243.0,155.0,412.0,1.52533054,1.3634512500000002,0.65790185,9.757340025875193,4.0
112,16.0,26.88872313251151,244.0,418.0,32.0,0.8964573071759327,1.1886625377727351,0.38303180694173655,2.8647068219023875,1.0
113,4.551,34.32972577892054,627.0,114.0,152.0,0.40861511,1.29562378,0.184646604,7.935156118143448,151.0
114,4.7,22.837545273294698,714.0,112.0,337.0,4.389956699999999,1.4848039000000002,3.64101866,7.433763247216027,147.0
115,3.9,15.146554327073824,1.0,489.0,54.0,0.36651914,0.218689745,0.7641924,3.3019950514018697,21.0
116,6.0,16.126773123760866,212.0,30.0,65.0,1.1588114,1.6200146999999998,0.43860124,9.93904465965665,8.0
119,9.325,38.404380216603926,265.0,166.0,143.0,2.3335113,2.9425965,4.1364135000000015,1.9605013927576609,452.0
122,3.9,10.240377108812016,814.0,303.0,712.0,3.24369434,2.1820107,2.6963591,10.897493609751717,63.0
124,9.648,42.06734389711579,87.0,20.0,284.0,0.40779114,1.0730133,1.1572113000000002,4.5532121212121215,1.0
125,4.66,21.51663769483002,449.0,95.0,377.0,0.53023105,1.03236223,0.6725626699999999,9.639725124122798,152.0
126,6.0,1.9234586615684184,1162.0,117.0,551.0,0.5974262100000001,0.7183775699999999,0.5949827400000001,19.102333121861555,3.0
127,6.0,19.77945513248245,135.0,441.0,353.0,0.9076814659061808,1.0235689207409786,0.5140657241602512,4.516219527202269,256.0
130,8.0,20.434670795842322,125.0,135.0,48.0,1.2344976706618709,1.012155943889444,0.4027059094946969,9.889293337464332,1.0
131,8.0,26.75007356939974,15.0,410.0,423.0,0.5295248416559432,3.797744147176279,0.6265515233346911,4.275938069771945,1.0
134,6.0,0.9941179575238558,97.0,2.0,225.0,0.17837265,0.09957104,0.21441369,5.720315088500002,1.0
135,4.0,17.12632528761635,685.0,914.0,174.0,2.3831305004057333,1.2868056165804438,0.5915389444834194,10.077377442955882,1198.0
136,7.535,56.33129722719315,449.0,65.0,968.0,0.4763794,0.85353088,0.27905274,4.312299927901947,399.0
137,3.0,38.15082029895796,462.0,122.0,471.0,0.5262686599999999,1.3234686000000002,0.224162556,9.414347148920173,27.0
139,7.3020000000000005,22.78485752951321,11.0,14.0,48.0,0.6969972799999999,0.53511795,0.32742377,2.6376840522888894,136.0
140,3.0,41.63387080858561,338.0,119.0,966.0,1.06832888,1.01361083,0.43463135,5.203713784021068,2.0
142,5.0,23.41675621323985,357.0,373.0,155.0,0.3064723171885746,1.0660418127538889,0.4180113625954913,6.352592593652233,440.0
143,3.635,2.434507536346328,283.0,66.0,168.0,1.6562477,0.8872032000000001,2.6315202499999995,2.5858272207902733,2.0
145,3.0,23.36451090964821,336.0,21.0,303.0,0.19268799,0.86309815,0.36642456,8.910684793554891,43.0
146,3.0,32.177945503509086,169.0,61.0,97.0,1.09344883,1.43308984,0.46181413,4.662580115522787,499.0
147,3.0,39.009473305624105,359.0,65.0,367.0,0.2583313,0.79322815,0.16333007800000002,7.969267326732669,6.0
148,3.0,43.68407635535856,198.0,23.0,48.0,0.26159668,1.0238037,0.21308899,3.5584803921568624,412.0
149,3.9,52.93310746164652,89.0,54.0,98.0,0.29571533,1.2177124,0.25939941,3.999166666666666,1.0
150,3.0,18.2315668918202,61.0,66.0,290.0,1.02115724,0.8859465799999999,0.28365091,4.622819349054828,269.0
151,6.068,25.300967798796172,626.0,235.0,185.0,0.97647094,1.2700653000000002,0.37506103,12.185190039318485,3.0
152,8.0,14.34233607281042,382.0,494.0,64.0,1.1376310449646363,1.038136145587603,0.26637789434521364,13.857972505662525,1.0
153,3.0,30.70087530739148,307.0,12.0,293.0,0.8614654700000001,1.3723297,0.29353332,3.2064217252396188,221.0
154,3.594,16.525423135052467,49.0,143.0,226.0,1.4673003999999998,2.15248103,1.437439,6.363443262142859,274.0
156,3.9,23.56906752751697,176.0,286.0,120.0,0.29992676,0.8948669400000001,0.49888611,6.716283333333338,256.0
157,3.0,39.573983802897466,117.0,72.0,854.0,0.37400573,0.86755008,0.35760400000000003,8.179250000000003,887.0
158,3.0,29.128465543951933,498.0,338.0,388.0,0.91697854,1.2514709,0.79616684,10.645428707814103,102.0
159,10.0,30.64408668788537,243.0,264.0,271.0,2.9429037920389063,5.640092091366088,3.4641256963643086,2.2733509925602133,236.0
160,12.0,29.9440080494676,157.0,835.0,775.0,7.334562956023173,3.3549946812150413,4.347163867439551,8.504435657797261,255.0
162,3.9,44.107862030366924,236.0,190.0,82.0,0.41294491,0.56810468,0.33414329,15.12458885941644,12.0
163,2.0,1.8254347995505968,63.0,118.0,21.0,1.5768859109434716,0.6895957368718101,0.8148442029382363,11.93564665759051,1.0
168,12.0,18.113252376385766,554.0,645.0,849.0,0.4694316769227413,1.0475504200410333,0.5068751892170372,9.570214074346284,271.0
171,6.068,19.166520493819426,656.0,280.0,809.0,0.44172668,1.15396117,0.28630066,10.220511590727444,25.0
172,8.0,26.10838604118453,287.0,339.0,221.0,0.7446422113393116,1.342897381775802,0.6070481294076048,5.139811526226466,2.0
8589934594,8.0,15.482057951686269,334.0,953.0,505.0,0.9131654472228721,1.0680892509999422,0.5537353728097445,7.809847684577107,318.0
8589934595,4.0,11.063225473058344,517.0,181.0,127.0,0.58398718,0.7550294000000002,0.37507127,19.422262452565697,177.0
8589934597,8.0,16.830334749194126,26.0,44.0,72.0,1.01647976,0.82100292,0.28588494,1.6082181253333323,1.0
8589934598,16.0,30.349431778742428,262.0,373.0,245.0,1.1107096821372435,1.1510557737036171,1.5635983350006306,5.519488617474811,138.0
8589934599,9.232000000000001,28.491959525237647,257.0,60.0,102.0,0.33629514,0.38631372,0.40440556,3.3451487348421063,177.0
8589934600,3.0,28.47079988316722,467.0,325.0,736.0,2.19911494,1.47707214,1.1166617,7.370848156336972,50.0
8589934603,4.0,20.938541409148343,818.0,165.0,400.0,2.6223572,1.70344126,1.0801842700000002,11.65115323399296,222.0
8589934604,7.902,15.83926494663142,31.0,17.0,60.0,0.75953357,1.13770244,0.34194988,8.535158371040723,65.0
8589934606,8.0,17.975032192027847,655.0,717.0,647.0,0.7158465157367209,0.6884380607459524,0.7046170306842927,12.566723561999185,1.0
8589934607,3.0,25.928496575812016,368.0,151.0,202.0,0.93275451,1.2085419,0.52198791,10.469442755825733,4.0
8589934608,3.9,18.199893364526673,475.0,10.0,172.0,0.26995849,0.99726868,0.245040893,8.732434944237918,3.0
8589934609,3.0,30.19743120634601,65.0,269.0,235.0,1.1297092059860867,1.1548228150655342,0.7201429935233457,7.433303816661388,302.0
8589934611,5.2570000000000014,6.989107525141648,389.0,301.0,501.0,2.6560247,4.0280279000000005,4.6291367999999995,16.857801273437527,3.0
8589934612,3.0,32.083409070774394,414.0,28.0,370.0,0.40989057,1.0067059,0.53450708,6.081706226545452,1.0
8589934613,3.113,23.351425019550142,61.0,5.0,12.0,0.0995636,0.9344940000000002,0.28135681,1.940137931034483,6.0
8589934614,10.0,10.844175083498524,467.0,601.0,270.0,1.5086820891104336,1.4209865912591049,0.6082532098008656,12.367651508974307,136.0
8589934615,10.0,19.91440786687888,656.0,872.0,765.0,2.4777150633648786,2.271712628828415,1.4163654741355995,10.22781482085927,1.0
8589934617,3.0,23.55261869077129,121.0,112.0,221.0,1.29320172,1.15636795,0.65729102,4.694688407753809,8.0
8589934618,11.383,21.90113726029343,457.0,43.0,211.0,1.8322466,1.76304434,0.32683036,4.959612410488247,427.0
8589934620,3.0,24.724355024591645,385.0,256.0,314.0,0.91813045,1.33046456,0.50762902,8.872632881537008,166.0
8589934622,3.9,11.827831342043956,541.0,35.0,338.0,1.17277527,4.6617583,1.1141510000000001,9.812742764284422,175.0
8589934624,10.0,22.63726578781878,146.0,373.0,66.0,1.301998684283237,1.5072343947418665,0.7585580269833028,4.926712973457244,24.0
8589934625,10.0,4.66733819524641,367.0,446.0,480.0,0.5398275466490237,0.9729305105097759,0.5889591403354596,11.542877500597761,2.0
8589934626,10.0,36.59276591299303,371.0,363.0,405.0,2.3066509054852737,2.0377837544691637,3.399918480379152,7.8883801213994635,3.0
8589934627,6.0,25.190819839905572,212.0,254.0,90.0,0.5573302200000001,0.79796601,0.76375001,6.0995605882484725,5.0
8589934628,10.0,11.623135014879491,58.0,438.0,358.0,1.0074232403162644,0.9599302896485544,0.5290931432432413,5.133772105212763,4.0
8589934629,6.0,26.533783259361638,478.0,477.0,316.0,0.3345287192725594,1.1452207877552534,0.7022297730831457,9.192190522467717,1.0
8589934630,3.495,15.883512888052087,463.0,38.0,308.0,0.75075337,1.62856675,0.55038961,3.682401527723864,1.0
8589934631,10.0,5.82974815497792,495.0,358.0,382.0,0.4444083490042477,0.4758158066878792,0.23300848588652084,7.4653012063728275,143.0
8589934632,4.0,16.273053315380714,472.0,1230.0,246.0,0.5021877593823888,2.0724277518255683,0.5683835577535074,16.692314552246255,1.0
8589934633,8.0,18.68037145135952,515.0,738.0,529.0,1.1397575790950647,1.0256741495826864,0.4028872707649313,14.292848124732206,166.0
8589934634,8.0,19.79168271706111,658.0,455.0,215.0,3.1710014000000006,6.1007114,6.2772512,6.775987545846157,124.0
8589934635,6.0,27.04630127755724,79.0,91.0,240.0,0.39278635,1.04030352,0.46425757,6.239084994623513,85.0
8589934636,4.0,14.971465970782592,208.0,9.0,111.0,0.74159044,0.78374013,0.40683625,4.155247922321982,8.0
8589934637,3.0,45.113426726291934,42.0,23.0,79.0,0.23316955600000006,0.75953675,0.27563477000000003,6.0956983240223455,482.0
8589934638,3.0,32.06102717985243,226.0,25.0,417.0,1.2026825,0.8601989700000001,0.38278198,6.214486486486488,255.0
8589934639,4.551,21.533896197095785,401.0,49.0,614.0,0.27180480500000004,0.6848602399999999,0.170257565,6.947881828316596,4.0
8589934641,8.0,12.598734163190533,868.0,677.0,1013.0,0.6352491411387808,1.6267432160269542,0.5358935250867587,12.299469411565616,31.0
8589934642,3.0,15.238444844166267,657.0,324.0,218.0,1.2760975,1.25716075,0.64996062,18.14475617498674,609.0
8589934644,3.9,15.129477698329456,787.0,105.0,478.0,1.80714874,1.46913087,0.5383468000000001,8.582626525156792,8.0
8589934647,3.0,30.635523855276734,177.0,46.0,340.0,0.86865035,1.0005973,1.03541664,5.819300156240739,1.0
8589934648,3.906,11.707792873184474,693.0,338.0,1443.0,0.25154869,0.76378391,0.36071561,10.398451410658293,371.0
8589934651,3.9,21.030023171651987,531.0,196.0,199.0,0.378723146,0.99691773,0.68295288,10.383767705382423,22.0
8589934652,3.9,20.784395526300248,1049.0,187.0,462.0,1.2388347,1.18202426,0.5357288099999999,15.010704016258467,75.0
8589934653,4.551,33.592583956430786,94.0,109.0,136.0,0.42245483,1.0786438,0.29447937,8.33551440329219,1.0
8589934654,4.0,6.025070795289178,194.0,41.0,340.0,1.06595987,0.66462138,0.52962016,15.653564944083962,2.0
8589934658,3.9,25.765398176070015,151.0,15.0,116.0,0.53328536,0.7049385,0.18325957,12.748296056923074,1.0
8589934661,3.6889999999999996,9.206657495783043,508.0,411.0,481.0,3.3558318300000005,12.091030300000002,5.0969548,7.068259045620969,6.0
8589934662,16.0,34.04251986673941,224.0,35.0,285.0,0.94989544,0.98471474,0.50702973,3.083023088468467,1.0
8589934664,12.0,10.710334309014918,2.0,941.0,620.0,0.4788603324460578,0.6172115510756742,0.5543558893437329,10.944960616079912,1.0
8589934666,3.63,16.130046344279382,217.0,305.0,123.0,0.58093287,0.82283547,0.41416664,10.838718793668336,190.0
8589934667,16.0,18.636234508616624,537.0,647.0,284.0,1.5027602841105332,1.0602305289392275,0.9366859533382336,9.744357378988537,57.0
8589934669,4.0,34.4888663581586,563.0,149.0,97.0,0.27803402,0.76485987,0.43888897,4.617160048134775,400.0
8589934670,4.4860000000000015,33.913274744722344,79.0,59.0,424.0,0.41705322,0.7563018699999999,0.4953003,7.587680491551466,143.0
8589934671,3.9,19.077043217062442,82.0,25.0,127.0,0.2492328000000001,1.2089013000000002,0.25449770000000005,8.242193251533742,234.0
8589934672,3.0,5.172846380721582,426.0,208.0,110.0,1.3084733999999998,1.21421444,0.53267452,6.85798317366059,80.0
8589934673,6.556,55.178360842912795,381.0,71.0,194.0,0.61343384,1.06835938,0.24655152,4.352989898989901,1.0
8589934674,4.0,1.4739498589414548,305.0,87.0,110.0,0.16432275000000002,0.17715092,0.22113320400000008,20.863589574848486,1.0
8589934676,8.0,1.7253702325329092,589.0,624.0,420.0,0.6671761815510867,0.7399800815350189,0.5118473109722153,8.407790846287304,1.0
8589934678,6.0,26.979678793527732,91.0,86.0,314.0,2.1710152000000003,1.96209903,0.82894413,3.9194515243043457,2.0
8589934679,10.0,14.478440337090865,40.0,271.0,60.0,0.8553085388570094,0.9437702281539536,0.7922451505600421,4.8930182925811625,3.0
8589934680,9.648,33.032757516580844,102.0,322.0,289.0,0.28121948,1.40400695,0.37817382,13.038237762237765,21.0
8589934681,4.0,8.120334067769328,1068.0,1075.0,632.0,0.3961617237480452,0.9861136905378864,0.4904187178931106,6.062154652581023,2.0
8589934682,8.0,3.646953307671747,468.0,535.0,508.0,2.105944699408651,5.0085953442032265,1.4935883573163005,4.622160985958469,1.0
8589934683,3.9,23.14992360830019,117.0,199.0,256.0,0.30787608,1.3041972999999998,0.5229006700000001,14.307393157840462,54.0
8589934684,6.0,16.270764839609054,542.0,956.0,721.0,1.2263593166866973,0.917982839318716,0.3839711038582074,10.058912630343363,175.0
8589934685,3.0,19.525678700099192,744.0,154.0,347.0,1.2302826100000002,1.04580134,0.6365215900000001,7.337319153251522,43.0
8589934688,3.0,20.437652178159688,335.0,243.0,942.0,5.2342597,8.220622800000001,4.7068912,6.896536695950812,168.0
8589934690,4.0,11.870896945410855,313.0,83.0,753.0,0.66889745,0.92729342,0.41905355,12.379574756165905,24.0
8589934692,8.0,24.276617650885008,265.0,388.0,139.0,1.0109143781892491,0.7266046212762051,0.26156289909435043,18.46278398772012,4.0
8589934693,4.0,22.58477618341741,721.0,94.0,1224.0,1.1698069000000002,1.30847333,0.40317104,9.692128546470578,2.0
8589934694,6.0,25.906601414785328,347.0,45.0,625.0,0.88819804,1.5052153,1.04152521,5.102385830387582,241.0
8589934695,10.0,10.277733855130023,592.0,1096.0,873.0,2.028560162349782,1.4038334369940142,0.8494301433828776,16.62992908215551,12.0
8589934696,9.0,30.0703285860956,259.0,122.0,629.0,1.18563935,1.23996784,0.47723847,9.62382892057026,489.0
8589934697,3.0,28.04690449954699,351.0,51.0,190.0,1.6096298999999998,0.52595497,0.45142941,4.414054164769226,1.0
8589934698,3.0,4.153995852896209,55.0,47.0,137.0,0.60138808,0.8395382800000002,0.7731982999999999,4.827813322141976,7.0
8589934699,4.7,8.767215907873588,114.0,26.0,20.0,0.18737855,0.21813125,0.111474177,23.425750184615413,176.0
8589934700,3.9,16.296252383428463,753.0,45.0,443.0,0.56150818,1.8298645,0.50869751,14.78075117370894,13.0
8589934701,6.0,31.39891304744307,178.0,140.0,247.0,3.120785109676896,10.805059732663276,1.4148128512200835,4.719099501832225,3.0
8589934702,3.9,12.496507180164402,780.0,200.0,247.0,0.94439767,1.1728613,0.45326201,13.045642187128358,2.0
8589934704,3.0,37.428358496239426,356.0,383.0,179.0,1.4944288509563295,0.7746834673837326,0.2750451521128765,8.144451771764771,448.0
8589934706,4.6739999999999995,34.652024415728356,598.0,578.0,545.0,3.2400055000000005,2.6434631,2.047699,9.160800293685764,4.0
8589934711,3.0,35.219617053942265,77.0,89.0,188.0,0.44744873,0.83279418,0.30935669,5.681704312114994,324.0
8589934712,10.0,7.186471064507999,495.0,1557.0,1331.0,0.6593909627364581,1.3779368585540834,1.1896164820752009,16.078368881233143,396.0
8589934713,10.0,10.965984439240556,891.0,899.0,813.0,0.3235532997881249,1.3327307643144244,0.3983756095622281,7.912118130306151,121.0
8589934714,3.9,28.14724874525061,797.0,194.0,406.0,0.64568453,1.2705997,0.9004154000000001,14.522947782966765,72.0
8589934718,3.9,29.704832504898718,187.0,10.0,12.0,2.03982549,2.00083926,2.09831235,7.728365384615384,48.0
8589934719,6.0,10.861249762252834,906.0,106.0,257.0,1.2014147999999998,1.2926083000000002,0.81386446,12.7947572239459,1.0
8589934720,3.127,38.22294529624911,114.0,9.0,191.0,0.35949707,1.20294189,0.28909301,2.538231707317072,78.0
8589934725,4.551,38.76165960848007,169.0,205.0,161.0,0.7712707400000001,1.480896,0.57946776,7.642241653418129,17.0
8589934726,12.0,26.91076563783043,87.0,565.0,169.0,0.7710668946234047,0.9999674545284784,0.397128983855962,7.226920726827428,150.0
8589934727,5.0,17.26918288511555,290.0,104.0,398.0,1.01230842,0.93972014,0.6553013000000001,19.97853628370969,259.0
8589934729,1.0,13.738068487382796,1.0,126.0,540.0,3.7509317,2.01563277,2.1989691,10.491666827305599,453.0
8589934730,3.9,29.54737126773841,151.0,42.0,70.0,1.2974777999999998,1.60718649,0.206472445,7.60513531302251,35.0
8589934733,6.0,38.22718723889787,453.0,404.0,361.0,2.612883538175741,1.3097492820036944,0.6162690583658951,8.754136570181595,190.0
8589934734,3.952,30.4112943940167,829.0,41.0,787.0,0.67243957,0.95770263,0.30413819,9.171178010471204,10.0
8589934736,8.0,2.749291178755172,43.0,122.0,28.0,0.9358792818440488,0.6567134205764925,0.37115544006052814,7.050098438009067,1.0
8589934737,4.0,17.106290271250124,625.0,165.0,367.0,1.6658295,1.29992124,0.36285394,12.482158977123088,191.0
8589934739,6.644,27.84506704053367,395.0,4.0,274.0,0.34118652,1.26441956,0.153411868,2.8115802469135804,16.0
8589934741,4.551,1.243091233869219,186.0,58.0,293.0,0.27014160600000003,0.21070862,0.190887451,23.118691588785058,2.0
8589934742,4.0,38.99256785359825,25.0,4.0,151.0,0.262061195,0.88453287,0.54977873,1.009550701271676,21.0
8589934747,10.0,21.193424489816344,584.0,212.0,875.0,0.93460085,1.05770873,0.67507936,20.006989917694625,445.0
8589934749,5.0,27.51562155570157,226.0,245.0,175.0,6.3105942948025735,6.393756559846366,4.1554130731605365,6.229475088608571,1.0
8589934752,3.5010000000000003,14.31360484689348,496.0,434.0,243.0,1.8674151,1.78861335,1.1881328999999998,4.649269185168307,1.0
8589934754,6.0,12.20285204664695,744.0,805.0,153.0,0.5706738762909755,1.4738029346297747,0.4180659573978379,6.6702943259764504,61.0
8589934755,4.0,18.88141667443858,676.0,1111.0,270.0,1.7186449105039536,2.1803440992016494,1.3408115940100518,15.905133684021955,201.0
8589934757,16.0,26.741961489925732,77.0,498.0,468.0,2.6842759627819315,0.981596436696894,1.335847461738144,5.779404447218227,2.0
8589934758,4.0,26.946596443265015,313.0,81.0,158.0,1.6307658,1.1086855,0.30656707,5.13622173815058,137.0
8589934760,3.9,11.781904408464039,121.0,38.0,126.0,0.36785888,0.9566498,0.166046143,7.706181818181821,1.0
8589934761,6.0,16.990283694673682,1870.0,1723.0,1739.0,1.469779697170992,2.6695734493519314,4.4274129005669085,9.606886108596557,271.0
8589934762,8.0,21.322453144774308,502.0,72.0,104.0,1.27243227,1.4831808000000002,0.73426003,3.2931488526504062,32.0
8589934764,5.0,2.5496905944234105,82.0,53.0,30.0,0.63170182,0.69242189,0.29401299000000003,14.248353658536596,2.0
17179869191,3.0,42.89701869884581,273.0,239.0,260.0,9.7702233,8.5935446,5.7954192,3.480695717594108,1310.0
17179869193,6.0,17.211598553043533,485.0,184.0,290.0,1.71408783,1.47157445,0.75136426,11.010813806693445,76.0
